ano,home_team,away_team,home_score,away_score
2016,Figueirense - SC,Botafogo - RJ,0,1
2016,América - MG,Palmeiras - SP,1,2
2016,Flamengo - RJ,Santa Cruz - PE,4,0
2016,Vitória - BA,Grêmio - RS,0,0
2016,Chapecoense - SC,Sport - PE,2,0
2016,Fluminense - RJ,Flamengo - RJ,0,1
2016,Coritiba - PR,Figueirense - SC,2,1
2016,Botafogo - RJ,Internacional - RS,0,1
2016,Palmeiras - SP,Cruzeiro - MG,2,0
2016,Santa Cruz - PE,Corinthians - SP,1,1
2016,Ponte Preta - SP,Vitória - BA,1,1
2016,Atlético - MG,América - MG,1,0
2016,Grêmio - RS,Atlético - PR,0,1
2016,São Paulo - SP,Santos - SP,0,0
2016,Botafogo - RJ,Atlético - MG,2,1
2016,Internacional - RS,Flamengo - RJ,2,1
2016,Figueirense - SC,Palmeiras - SP,3,0
2016,Atlético - PR,Coritiba - PR,1,1
2016,Cruzeiro - MG,Chapecoense - SC,1,1
2016,Corinthians - SP,América - MG,3,2
2016,Ponte Preta - SP,Santa Cruz - PE,3,1
2016,Santos - SP,Grêmio - RS,2,0
2016,Sport - PE,Vitória - BA,1,1
2016,Fluminense - RJ,São Paulo - SP,1,1
2016,São Paulo - SP,Ponte Preta - SP,3,0
2016,Santa Cruz - PE,Botafogo - RJ,1,0
2016,América - MG,Atlético - PR,2,2
2016,Vitória - BA,Cruzeiro - MG,1,2
2016,Flamengo - RJ,Corinthians - SP,1,0
2016,Palmeiras - SP,Sport - PE,2,1
2016,Grêmio - RS,Internacional - RS,0,1
2016,Atlético - MG,Figueirense - SC,1,0
2016,Chapecoense - SC,Santos - SP,1,2
2016,Coritiba - PR,Fluminense - RJ,0,2
2016,Sport - PE,Ponte Preta - SP,0,2
2016,Fluminense - RJ,Vitória - BA,2,2
2016,Santos - SP,Palmeiras - SP,1,0
2016,Atlético - MG,Flamengo - RJ,0,2
2016,Atlético - PR,Cruzeiro - MG,1,0
2016,Botafogo - RJ,Coritiba - PR,3,1
2016,Internacional - RS,Santa Cruz - PE,1,2
2016,Corinthians - SP,Chapecoense - SC,4,1
2016,Figueirense - SC,Grêmio - RS,1,0
2016,América - MG,São Paulo - SP,3,0
2016,Vitória - BA,Atlético - PR,3,2
2016,Flamengo - RJ,Botafogo - RJ,1,0
2016,São Paulo - SP,Corinthians - SP,2,0
2016,Palmeiras - SP,Internacional - RS,0,1
2016,Cruzeiro - MG,Fluminense - RJ,0,1
2016,Grêmio - RS,Sport - PE,1,1
2016,Coritiba - PR,Atlético - MG,1,2
2016,Chapecoense - SC,Figueirense - SC,1,0
2016,Ponte Preta - SP,Santos - SP,0,3
2016,Santa Cruz - PE,América - MG,0,1
2016,Botafogo - RJ,Chapecoense - SC,0,1
2016,Fluminense - RJ,Atlético - PR,1,4
2016,São Paulo - SP,Grêmio - RS,1,1
2016,Santos - SP,Vitória - BA,0,2
2016,Atlético - MG,Palmeiras - SP,1,1
2016,Internacional - RS,Ponte Preta - SP,4,0
2016,Coritiba - PR,Santa Cruz - PE,1,1
2016,Figueirense - SC,Corinthians - SP,1,2
2016,América - MG,Flamengo - RJ,0,1
2016,Sport - PE,Cruzeiro - MG,0,1
2016,Atlético - PR,Sport - PE,1,1
2016,Vitória - BA,Figueirense - SC,2,2
2016,Palmeiras - SP,Botafogo - RJ,1,0
2016,Cruzeiro - MG,Santos - SP,0,1
2016,Grêmio - RS,América - MG,2,0
2016,Ponte Preta - SP,Fluminense - RJ,2,1
2016,Flamengo - RJ,Coritiba - PR,1,2
2016,Chapecoense - SC,São Paulo - SP,2,1
2016,Santa Cruz - PE,Atlético - MG,2,0
2016,Corinthians - SP,Internacional - RS,2,0
2016,Botafogo - RJ,Ponte Preta - SP,4,0
2016,América - MG,Sport - PE,5,2
2016,Corinthians - SP,Atlético - PR,1,1
2016,Flamengo - RJ,Santos - SP,2,0
2016,Palmeiras - SP,Chapecoense - SC,1,0
2016,Atlético - MG,São Paulo - SP,1,2
2016,Internacional - RS,Cruzeiro - MG,1,0
2016,Figueirense - SC,Fluminense - RJ,3,1
2016,Santa Cruz - PE,Grêmio - RS,2,2
2016,Coritiba - PR,Vitória - BA,1,1
2016,Vitória - BA,Palmeiras - SP,0,0
2016,Fluminense - RJ,Internacional - RS,1,0
2016,São Paulo - SP,Santa Cruz - PE,2,1
2016,Santos - SP,América - MG,1,1
2016,Cruzeiro - MG,Corinthians - SP,3,2
2016,Grêmio - RS,Botafogo - RJ,2,1
2016,Atlético - PR,Flamengo - RJ,0,1
2016,Chapecoense - SC,Atlético - MG,1,1
2016,Ponte Preta - SP,Coritiba - PR,1,2
2016,Sport - PE,Figueirense - SC,4,2
2017,Fluminense - RJ,Santos - SP,0,0
2017,Flamengo - RJ,Atlético - MG,3,0
2017,Palmeiras - SP,Vasco da Gama - RJ,3,0
2017,Corinthians - SP,Chapecoense - SC,1,1
2017,Cruzeiro - MG,São Paulo - SP,1,0
2017,Coritiba - PR,Atlético - GO,0,0
2017,Grêmio - RS,Botafogo - RJ,1,2
2017,Bahia - BA,Atlético - PR,1,0
2017,Ponte Preta - SP,Sport - PE,1,2
2017,Avaí - SC,Vitória - BA,0,0
2017,Botafogo - RJ,Ponte Preta - SP,2,2
2017,Vasco da Gama - RJ,Bahia - BA,2,1
2017,Santos - SP,Coritiba - PR,2,0
2017,São Paulo - SP,Avaí - SC,0,1
2017,Atlético - MG,Fluminense - RJ,0,0
2017,Atlético - PR,Grêmio - RS,1,1
2017,Sport - PE,Cruzeiro - MG,2,2
2017,Vitória - BA,Corinthians - SP,2,1
2017,Atlético - GO,Flamengo - RJ,0,2
2017,Chapecoense - SC,Palmeiras - SP,1,0
2017,Botafogo - RJ,Bahia - BA,4,2
2017,Vasco da Gama - RJ,Fluminense - RJ,1,2
2017,Santos - SP,Cruzeiro - MG,2,2
2017,São Paulo - SP,Palmeiras - SP,0,0
2017,Atlético - MG,Ponte Preta - SP,2,3
2017,Atlético - PR,Flamengo - RJ,0,1
2017,Sport - PE,Grêmio - RS,1,0
2017,Vitória - BA,Coritiba - PR,2,1
2017,Atlético - GO,Corinthians - SP,1,0
2017,Chapecoense - SC,Avaí - SC,0,1
2017,Fluminense - RJ,Vitória - BA,6,0
2017,Flamengo - RJ,Botafogo - RJ,2,0
2017,Palmeiras - SP,Atlético - MG,1,1
2017,Corinthians - SP,Santos - SP,2,0
2017,Cruzeiro - MG,Chapecoense - SC,0,1
2017,Coritiba - PR,Atlético - PR,2,1
2017,Grêmio - RS,Vasco da Gama - RJ,1,1
2017,Bahia - BA,Atlético - GO,2,1
2017,Ponte Preta - SP,São Paulo - SP,0,2
2017,Avaí - SC,Sport - PE,1,2
2017,Fluminense - RJ,Atlético - PR,0,2
2017,Vasco da Gama - RJ,Corinthians - SP,1,0
2017,Santos - SP,Botafogo - RJ,0,1
2017,São Paulo - SP,Vitória - BA,1,2
2017,Atlético - MG,Avaí - SC,1,1
2017,Coritiba - PR,Palmeiras - SP,3,2
2017,Sport - PE,Flamengo - RJ,0,1
2017,Bahia - BA,Cruzeiro - MG,1,0
2017,Atlético - GO,Ponte Preta - SP,0,0
2017,Chapecoense - SC,Grêmio - RS,2,0
2017,Botafogo - RJ,Coritiba - PR,1,1
2017,Vasco da Gama - RJ,Sport - PE,5,2
2017,Palmeiras - SP,Fluminense - RJ,1,1
2017,Corinthians - SP,São Paulo - SP,1,0
2017,Cruzeiro - MG,Atlético - GO,1,1
2017,Atlético - PR,Santos - SP,2,0
2017,Grêmio - RS,Bahia - BA,2,3
2017,Vitória - BA,Atlético - MG,2,1
2017,Ponte Preta - SP,Chapecoense - SC,1,0
2017,Avaí - SC,Flamengo - RJ,2,2
2017,Fluminense - RJ,Grêmio - RS,1,1
2017,Flamengo - RJ,Ponte Preta - SP,1,4
2017,Santos - SP,Palmeiras - SP,1,0
2017,Corinthians - SP,Cruzeiro - MG,0,0
2017,Atlético - MG,Atlético - PR,2,0
2017,Coritiba - PR,Bahia - BA,0,0
2017,Sport - PE,São Paulo - SP,0,1
2017,Vitória - BA,Botafogo - RJ,1,3
2017,Atlético - GO,Avaí - SC,0,1
2017,Chapecoense - SC,Vasco da Gama - RJ,2,0
2017,Fluminense - RJ,Flamengo - RJ,1,1
2017,Vasco da Gama - RJ,Avaí - SC,0,0
2017,Santos - SP,Ponte Preta - SP,1,0
2017,São Paulo - SP,Atlético - MG,0,2
2017,Cruzeiro - MG,Grêmio - RS,2,2
2017,Coritiba - PR,Corinthians - SP,2,0
2017,Sport - PE,Vitória - BA,0,2
2017,Bahia - BA,Palmeiras - SP,2,0
2017,Atlético - GO,Atlético - PR,1,0
2017,Chapecoense - SC,Botafogo - RJ,0,0
2017,Botafogo - RJ,Vasco da Gama - RJ,1,0
2017,Flamengo - RJ,Chapecoense - SC,1,1
2017,Palmeiras - SP,Atlético - GO,2,1
2017,Corinthians - SP,Bahia - BA,2,0
2017,Atlético - MG,Sport - PE,3,0
2017,Atlético - PR,São Paulo - SP,3,0
2017,Grêmio - RS,Coritiba - PR,0,1
2017,Vitória - BA,Santos - SP,0,0
2017,Ponte Preta - SP,Cruzeiro - MG,1,3
2017,Avaí - SC,Fluminense - RJ,2,1
2017,Botafogo - RJ,Avaí - SC,1,2
2017,Vasco da Gama - RJ,Atlético - GO,1,0
2017,Santos - SP,Sport - PE,2,1
2017,São Paulo - SP,Fluminense - RJ,2,0
2017,Cruzeiro - MG,Coritiba - PR,0,2
2017,Atlético - PR,Vitória - BA,3,1
2017,Grêmio - RS,Corinthians - SP,0,2
2017,Bahia - BA,Flamengo - RJ,0,0
2017,Ponte Preta - SP,Palmeiras - SP,3,2
2017,Chapecoense - SC,Atlético - MG,1,1
2017,Fluminense - RJ,Chapecoense - SC,1,0
2017,Flamengo - RJ,São Paulo - SP,1,0
2017,Palmeiras - SP,Grêmio - RS,0,1
2017,Corinthians - SP,Botafogo - RJ,1,2
2017,Atlético - MG,Cruzeiro - MG,2,0
2017,Coritiba - PR,Vasco da Gama - RJ,1,1
2017,Sport - PE,Atlético - PR,0,0
2017,Vitória - BA,Bahia - BA,4,0
2017,Atlético - GO,Santos - SP,0,1
2017,Avaí - SC,Ponte Preta - SP,0,0
2017,Botafogo - RJ,Atlético - MG,1,0
2017,Vasco da Gama - RJ,Flamengo - RJ,2,1
2017,Santos - SP,São Paulo - SP,2,0
2017,Corinthians - SP,Ponte Preta - SP,3,0
2017,Cruzeiro - MG,Palmeiras - SP,0,3
2017,Coritiba - PR,Sport - PE,5,0
2017,Grêmio - RS,Avaí - SC,0,1
2017,Bahia - BA,Fluminense - RJ,2,3
2017,Atlético - GO,Vitória - BA,1,3
2017,Chapecoense - SC,Atlético - PR,2,1
2017,Fluminense - RJ,Botafogo - RJ,1,1
2017,Flamengo - RJ,Grêmio - RS,2,0
2017,Palmeiras - SP,Corinthians - SP,1,1
2017,São Paulo - SP,Atlético - GO,1,1
2017,Atlético - MG,Santos - SP,0,0
2017,Atlético - PR,Cruzeiro - MG,3,1
2017,Sport - PE,Chapecoense - SC,2,1
2017,Vitória - BA,Vasco da Gama - RJ,1,0
2017,Ponte Preta - SP,Bahia - BA,3,0
2017,Avaí - SC,Coritiba - PR,1,0
2017,Botafogo - RJ,Sport - PE,1,0
2017,Vasco da Gama - RJ,Santos - SP,1,1
2017,Palmeiras - SP,Vitória - BA,3,1
2017,Corinthians - SP,Atlético - PR,0,1
2017,Cruzeiro - MG,Flamengo - RJ,2,0
2017,Coritiba - PR,Fluminense - RJ,2,1
2017,Grêmio - RS,Ponte Preta - SP,1,0
2017,Bahia - BA,Avaí - SC,2,0
2017,Atlético - GO,Atlético - MG,0,0
2017,Chapecoense - SC,São Paulo - SP,0,1
2017,Fluminense - RJ,Cruzeiro - MG,2,0
2017,Flamengo - RJ,Palmeiras - SP,1,1
2017,Santos - SP,Chapecoense - SC,1,1
2017,São Paulo - SP,Vasco da Gama - RJ,1,2
2017,Atlético - MG,Bahia - BA,0,1
2017,Atlético - PR,Botafogo - RJ,3,0
2017,Sport - PE,Atlético - GO,0,0
2017,Vitória - BA,Grêmio - RS,2,0
2017,Ponte Preta - SP,Coritiba - PR,2,2
2017,Avaí - SC,Corinthians - SP,0,1
2017,Vitória - BA,Chapecoense - SC,2,1
2017,Santos - SP,Bahia - BA,2,1
2017,Flamengo - RJ,Coritiba - PR,5,2
2017,Atlético - PR,Ponte Preta - SP,2,0
2017,Fluminense - RJ,Corinthians - SP,2,0
2017,Sport - PE,Palmeiras - SP,1,0
2017,Atlético - GO,Botafogo - RJ,0,0
2017,Avaí - SC,Cruzeiro - MG,0,1
2017,Atlético - MG,Vasco da Gama - RJ,1,0
2017,São Paulo - SP,Grêmio - RS,1,0
2017,Botafogo - RJ,São Paulo - SP,1,0
2017,Palmeiras - SP,Avaí - SC,4,0
2017,Cruzeiro - MG,Vitória - BA,2,1
2017,Chapecoense - SC,Atlético - GO,1,0
2017,Corinthians - SP,Flamengo - RJ,0,0
2017,Coritiba - PR,Atlético - MG,1,0
2017,Bahia - BA,Sport - PE,0,1
2017,Ponte Preta - SP,Fluminense - RJ,2,1
2017,Grêmio - RS,Santos - SP,0,2
2017,Vasco da Gama - RJ,Atlético - PR,0,1
2017,Sport - PE,Fluminense - RJ,1,0
2017,Chapecoense - SC,Bahia - BA,2,0
2017,Atlético - MG,Corinthians - SP,1,1
2017,Vitória - BA,Ponte Preta - SP,0,1
2017,Botafogo - RJ,Palmeiras - SP,0,0
2017,Santos - SP,Flamengo - RJ,4,2
2017,Atlético - GO,Grêmio - RS,1,2
2017,São Paulo - SP,Coritiba - PR,1,0
2017,Atlético - PR,Avaí - SC,1,1
2017,Vasco da Gama - RJ,Cruzeiro - MG,3,1
2017,Corinthians - SP,Sport - PE,0,1
2017,Flamengo - RJ,Vitória - BA,3,3
2017,Palmeiras - SP,Atlético - PR,2,0
2017,Cruzeiro - MG,Botafogo - RJ,3,1
2017,Coritiba - PR,Chapecoense - SC,1,1
2017,Grêmio - RS,Atlético - MG,1,0
2017,Bahia - BA,São Paulo - SP,0,0
2017,Ponte Preta - SP,Vasco da Gama - RJ,2,3
2017,Avaí - SC,Santos - SP,0,0
2017,Fluminense - RJ,Atlético - GO,0,0
2017,Atlético - GO,Coritiba - PR,2,4
2017,Vitória - BA,Avaí - SC,3,1
2017,São Paulo - SP,Cruzeiro - MG,1,0
2017,Vasco da Gama - RJ,Palmeiras - SP,1,0
2017,Santos - SP,Fluminense - RJ,3,0
2017,Atlético - MG,Flamengo - RJ,2,1
2017,Atlético - PR,Bahia - BA,2,0
2017,Botafogo - RJ,Grêmio - RS,1,0
2017,Sport - PE,Ponte Preta - SP,1,1
2017,Chapecoense - SC,Corinthians - SP,1,0
2017,Corinthians - SP,Vitória - BA,1,0
2017,Flamengo - RJ,Atlético - GO,3,0
2017,Ponte Preta - SP,Botafogo - RJ,2,0
2017,Cruzeiro - MG,Sport - PE,2,1
2017,Bahia - BA,Vasco da Gama - RJ,2,0
2017,Avaí - SC,São Paulo - SP,0,0
2017,Grêmio - RS,Atlético - PR,3,0
2017,Palmeiras - SP,Chapecoense - SC,2,0
2017,Coritiba - PR,Santos - SP,1,0
2017,Fluminense - RJ,Atlético - MG,3,1
2017,Fluminense - RJ,Vasco da Gama - RJ,2,3
2017,Corinthians - SP,Atlético - GO,0,0
2017,Grêmio - RS,Sport - PE,1,1
2017,Avaí - SC,Chapecoense - SC,2,2
2017,Flamengo - RJ,Atlético - PR,3,1
2017,Palmeiras - SP,São Paulo - SP,2,0
2017,Bahia - BA,Botafogo - RJ,3,1
2017,Ponte Preta - SP,Atlético - MG,0,0
2017,Cruzeiro - MG,Santos - SP,1,1
2017,Coritiba - PR,Vitória - BA,2,3
2017,Atlético - MG,Palmeiras - SP,1,1
2017,São Paulo - SP,Ponte Preta - SP,1,0
2017,Atlético - PR,Coritiba - PR,3,2
2017,Vasco da Gama - RJ,Grêmio - RS,3,1
2017,Santos - SP,Corinthians - SP,0,1
2017,Sport - PE,Avaí - SC,2,3
2017,Vitória - BA,Fluminense - RJ,2,1
2017,Botafogo - RJ,Flamengo - RJ,1,0
2017,Chapecoense - SC,Cruzeiro - MG,1,1
2017,Atlético - GO,Bahia - BA,6,0
2017,Ponte Preta - SP,Atlético - GO,1,0
2017,Botafogo - RJ,Santos - SP,0,0
2017,Palmeiras - SP,Coritiba - PR,2,2
2017,Grêmio - RS,Chapecoense - SC,2,0
2017,Flamengo - RJ,Sport - PE,1,2
2017,Corinthians - SP,Vasco da Gama - RJ,3,2
2017,Vitória - BA,São Paulo - SP,1,0
2017,Avaí - SC,Atlético - MG,3,0
2017,Atlético - PR,Fluminense - RJ,1,0
2017,Cruzeiro - MG,Bahia - BA,3,0
2017,Flamengo - RJ,Avaí - SC,0,2
2017,Santos - SP,Atlético - PR,0,0
2017,São Paulo - SP,Corinthians - SP,1,3
2017,Fluminense - RJ,Palmeiras - SP,2,0
2017,Coritiba - PR,Botafogo - RJ,1,0
2017,Atlético - GO,Cruzeiro - MG,2,0
2017,Chapecoense - SC,Ponte Preta - SP,2,1
2017,Atlético - MG,Vitória - BA,4,2
2017,Bahia - BA,Grêmio - RS,3,1
2017,Sport - PE,Vasco da Gama - RJ,1,1
2017,Vasco da Gama - RJ,Chapecoense - SC,0,1
2017,Bahia - BA,Coritiba - PR,1,1
2017,Palmeiras - SP,Santos - SP,3,0
2017,Botafogo - RJ,Vitória - BA,4,2
2017,São Paulo - SP,Sport - PE,1,0
2017,Cruzeiro - MG,Corinthians - SP,2,1
2017,Avaí - SC,Atlético - GO,2,1
2017,Grêmio - RS,Fluminense - RJ,0,1
2017,Atlético - PR,Atlético - MG,3,1
2017,Ponte Preta - SP,Flamengo - RJ,1,0
2017,Cruzeiro - MG,Ponte Preta - SP,0,1
2017,Botafogo - RJ,Chapecoense - SC,0,0
2017,Atlético - PR,Atlético - GO,1,0
2017,Corinthians - SP,Coritiba - PR,1,0
2017,Atlético - MG,São Paulo - SP,1,0
2017,Grêmio - RS,Cruzeiro - MG,0,1
2017,Avaí - SC,Vasco da Gama - RJ,2,2
2017,Flamengo - RJ,Fluminense - RJ,2,0
2017,Vitória - BA,Sport - PE,1,2
2017,Ponte Preta - SP,Santos - SP,5,0
2017,Palmeiras - SP,Bahia - BA,3,0
2017,Vasco da Gama - RJ,Botafogo - RJ,1,2
2017,São Paulo - SP,Atlético - PR,1,1
2017,Fluminense - RJ,Avaí - SC,2,1
2017,Sport - PE,Atlético - MG,3,0
2017,Atlético - GO,Palmeiras - SP,1,0
2017,Chapecoense - SC,Flamengo - RJ,0,1
2017,Coritiba - PR,Grêmio - RS,2,1
2017,Bahia - BA,Corinthians - SP,3,0
2017,Santos - SP,Vitória - BA,3,0
2017,Atlético - GO,Vasco da Gama - RJ,1,1
2017,Coritiba - PR,Cruzeiro - MG,4,2
2017,Atlético - MG,Chapecoense - SC,2,1
2017,Corinthians - SP,Grêmio - RS,1,3
2017,Fluminense - RJ,São Paulo - SP,2,1
2017,Avaí - SC,Botafogo - RJ,1,0
2017,Palmeiras - SP,Ponte Preta - SP,0,1
2017,Vitória - BA,Atlético - PR,1,2
2017,Flamengo - RJ,Bahia - BA,4,0
2017,Sport - PE,Santos - SP,0,0
2017,Botafogo - RJ,Corinthians - SP,2,0
2017,São Paulo - SP,Flamengo - RJ,0,1
2017,Cruzeiro - MG,Atlético - MG,2,1
2017,Grêmio - RS,Palmeiras - SP,0,1
2017,Vasco da Gama - RJ,Coritiba - PR,2,0
2017,Bahia - BA,Vitória - BA,1,1
2017,Santos - SP,Atlético - GO,1,1
2017,Ponte Preta - SP,Avaí - SC,1,0
2017,Chapecoense - SC,Fluminense - RJ,0,1
2017,Atlético - PR,Sport - PE,0,0
2017,São Paulo - SP,Santos - SP,2,1
2017,Flamengo - RJ,Vasco da Gama - RJ,2,1
2017,Atlético - PR,Chapecoense - SC,3,0
2017,Fluminense - RJ,Bahia - BA,1,1
2017,Atlético - MG,Botafogo - RJ,1,1
2017,Ponte Preta - SP,Corinthians - SP,3,2
2017,Sport - PE,Coritiba - PR,3,1
2017,Vitória - BA,Atlético - GO,2,0
2017,Avaí - SC,Grêmio - RS,1,1
2017,Palmeiras - SP,Cruzeiro - MG,1,1
2017,Santos - SP,Atlético - MG,3,0
2017,Botafogo - RJ,Fluminense - RJ,1,0
2017,Coritiba - PR,Avaí - SC,2,2
2017,Corinthians - SP,Palmeiras - SP,1,2
2017,Grêmio - RS,Flamengo - RJ,1,0
2017,Chapecoense - SC,Sport - PE,2,1
2017,Cruzeiro - MG,Atlético - PR,0,1
2017,Bahia - BA,Ponte Preta - SP,1,0
2017,Vasco da Gama - RJ,Vitória - BA,1,2
2017,Atlético - GO,São Paulo - SP,0,2
2017,Avaí - SC,Bahia - BA,0,2
2017,Ponte Preta - SP,Grêmio - RS,2,2
2017,Sport - PE,Botafogo - RJ,1,0
2017,Atlético - PR,Corinthians - SP,0,2
2017,Flamengo - RJ,Cruzeiro - MG,1,0
2017,Santos - SP,Vasco da Gama - RJ,3,1
2017,Vitória - BA,Palmeiras - SP,1,2
2017,São Paulo - SP,Chapecoense - SC,4,1
2017,Atlético - MG,Atlético - GO,1,0
2017,Fluminense - RJ,Coritiba - PR,3,0
2017,Botafogo - RJ,Atlético - PR,3,2
2017,Corinthians - SP,Avaí - SC,1,0
2017,Vasco da Gama - RJ,São Paulo - SP,2,0
2017,Palmeiras - SP,Flamengo - RJ,0,1
2017,Atlético - GO,Sport - PE,0,1
2017,Grêmio - RS,Vitória - BA,1,1
2017,Bahia - BA,Atlético - MG,1,2
2017,Cruzeiro - MG,Fluminense - RJ,1,0
2017,Coritiba - PR,Ponte Preta - SP,0,3
2017,Chapecoense - SC,Santos - SP,0,1
2017,Ponte Preta - SP,Atlético - PR,0,1
2017,Grêmio - RS,São Paulo - SP,1,4
2017,Cruzeiro - MG,Avaí - SC,1,1
2017,Vasco da Gama - RJ,Atlético - MG,0,2
2017,Corinthians - SP,Fluminense - RJ,1,1
2017,Botafogo - RJ,Atlético - GO,4,0
2017,Palmeiras - SP,Sport - PE,1,1
2017,Chapecoense - SC,Vitória - BA,1,2
2017,Coritiba - PR,Flamengo - RJ,0,1
2017,Bahia - BA,Santos - SP,0,1
2017,Fluminense - RJ,Ponte Preta - SP,1,1
2017,Flamengo - RJ,Corinthians - SP,2,2
2017,São Paulo - SP,Botafogo - RJ,1,0
2017,Vitória - BA,Cruzeiro - MG,0,1
2017,Atlético - GO,Chapecoense - SC,2,0
2017,Sport - PE,Bahia - BA,2,1
2017,Atlético - MG,Coritiba - PR,1,2
2017,Santos - SP,Grêmio - RS,2,1
2017,Atlético - PR,Vasco da Gama - RJ,2,0
2017,Avaí - SC,Palmeiras - SP,2,0
2017,Fluminense - RJ,Sport - PE,4,0
2017,Grêmio - RS,Atlético - GO,5,2
2017,Avaí - SC,Atlético - PR,1,1
2017,Corinthians - SP,Atlético - MG,2,0
2017,Cruzeiro - MG,Vasco da Gama - RJ,1,0
2017,Coritiba - PR,São Paulo - SP,1,2
2017,Ponte Preta - SP,Vitória - BA,1,0
2017,Flamengo - RJ,Santos - SP,3,1
2017,Bahia - BA,Chapecoense - SC,2,2
2017,Palmeiras - SP,Botafogo - RJ,1,1
2017,Botafogo - RJ,Cruzeiro - MG,0,0
2017,Vasco da Gama - RJ,Ponte Preta - SP,1,0
2017,Santos - SP,Avaí - SC,2,1
2017,São Paulo - SP,Bahia - BA,1,1
2017,Atlético - MG,Grêmio - RS,3,2
2017,Atlético - PR,Palmeiras - SP,2,1
2017,Sport - PE,Corinthians - SP,0,1
2017,Vitória - BA,Flamengo - RJ,1,1
2017,Atlético - GO,Fluminense - RJ,1,2
2017,Chapecoense - SC,Coritiba - PR,4,2
2018,Cruzeiro - MG,Grêmio - RS,0,1
2018,Atlético - PR,Chapecoense - SC,5,1
2018,América - MG,Sport - PE,3,0
2018,Vitória - BA,Flamengo - RJ,2,2
2018,Vasco da Gama - RJ,Atlético - MG,2,1
2018,Botafogo - RJ,Palmeiras - SP,1,1
2018,São Paulo - SP,Paraná - PR,1,0
2018,Santos - SP,Ceará - CE,2,0
2018,Corinthians - SP,Fluminense - RJ,2,1
2018,Internacional - RS,Bahia - BA,2,0
2018,Atlético - MG,Vitória - BA,2,1
2018,Paraná - PR,Corinthians - SP,0,4
2018,Chapecoense - SC,Vasco da Gama - RJ,1,1
2018,Bahia - BA,Santos - SP,1,0
2018,Fluminense - RJ,Cruzeiro - MG,1,0
2018,Flamengo - RJ,América - MG,2,0
2018,Ceará - CE,São Paulo - SP,0,0
2018,Sport - PE,Botafogo - RJ,1,1
2018,Palmeiras - SP,Internacional - RS,1,0
2018,Grêmio - RS,Atlético - PR,0,0
2018,Atlético - MG,Corinthians - SP,1,0
2018,Paraná - PR,Sport - PE,1,2
2018,América - MG,Vitória - BA,2,1
2018,Bahia - BA,Atlético - PR,0,0
2018,Fluminense - RJ,São Paulo - SP,1,1
2018,Botafogo - RJ,Grêmio - RS,2,1
2018,Ceará - CE,Flamengo - RJ,0,3
2018,Santos - SP,Vasco da Gama - RJ,1,1
2018,Palmeiras - SP,Chapecoense - SC,0,0
2018,Internacional - RS,Cruzeiro - MG,0,0
2018,Cruzeiro - MG,Botafogo - RJ,1,0
2018,Atlético - PR,Palmeiras - SP,1,3
2018,Chapecoense - SC,Paraná - PR,1,1
2018,Vitória - BA,Fluminense - RJ,1,2
2018,Vasco da Gama - RJ,América - MG,4,1
2018,Flamengo - RJ,Internacional - RS,2,0
2018,São Paulo - SP,Atlético - MG,2,2
2018,Sport - PE,Bahia - BA,2,0
2018,Corinthians - SP,Ceará - CE,1,1
2018,Grêmio - RS,Santos - SP,5,1
2018,Cruzeiro - MG,Sport - PE,2,0
2018,Atlético - PR,Atlético - MG,1,2
2018,Chapecoense - SC,Flamengo - RJ,3,2
2018,Bahia - BA,São Paulo - SP,2,2
2018,Vasco da Gama - RJ,Vitória - BA,2,3
2018,Botafogo - RJ,Fluminense - RJ,2,1
2018,Ceará - CE,América - MG,2,2
2018,Santos - SP,Paraná - PR,3,1
2018,Corinthians - SP,Palmeiras - SP,1,0
2018,Grêmio - RS,Internacional - RS,0,0
2018,Atlético - MG,Cruzeiro - MG,1,0
2018,Paraná - PR,Grêmio - RS,0,0
2018,América - MG,Botafogo - RJ,1,0
2018,Vitória - BA,Ceará - CE,2,1
2018,Fluminense - RJ,Atlético - PR,2,0
2018,Flamengo - RJ,Vasco da Gama - RJ,1,1
2018,São Paulo - SP,Santos - SP,1,0
